Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34524224717033,value,ar,,,How To Use,طريقة الاستخدام
METAFIELD,'34524224749801,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Purifies and exfoliates deeply"",""bold"":true},{""type"":""text"",""value"":"": Removes impurities, dead skin and product buildup without disrupting the scalp’s natural barrier.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Regulates the scalp"",""bold"":true},{""type"":""text"",""value"":"": Balances sebum production and helps reduce flaking for a healthier scalp.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Soothes and relieves sensitive scalps"",""bold"":true},{""type"":""text"",""value"":"": Reduces irritation and provides immediate comfort—ideal for reactive or sensitized scalps.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against pollution"",""bold"":true},{""type"":""text"",""value"":"": Defends the scalp from microparticles and environmental aggressors that disrupt balance.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores lightness, shine and vitality"",""bold"":true},{""type"":""text"",""value"":"": Strengthens the hair fiber and leaves hair cleaner, freer, shinier and full of life.""}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يطهّر ويقشّر بعمق"", ""bold"": true}, {""type"": ""text"", ""value"": "": يزيل الشوائب والخلايا الميتة وتراكم المنتجات دون الإخلال بالحاجز الطبيعي لفروة الرأس.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""ينظّم فروة الرأس"", ""bold"": true}, {""type"": ""text"", ""value"": "": يوازن إنتاج الزهم ويساعد في تقليل التقشر لفروة رأس أكثر صحة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يهدّئ ويحسّن راحة فروة الرأس الحساسة"", ""bold"": true}, {""type"": ""text"", ""value"": "": يخفّف التهيج ويمنح راحة فورية—مثالي لفروة الرأس التفاعلية أو الحسّاسة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يحمي من التلوث"", ""bold"": true}, {""type"": ""text"", ""value"": "": يدافع عن فروة الرأس من الجزيئات الدقيقة والعوامل البيئية التي تخرب التوازن.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يرجع الخفة واللمعان والحيوية"", ""bold"": true}, {""type"": ""text"", ""value"": "": يقوي ألياف الشعر ويترك الشعر أنظف وأحرّ وأكثر لمعاناً وأكثر حياة.""}]}]}]}"
METAFIELD,'34524224782569,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34524224848105,value,ar,,,new,جديد
METAFIELD,'34524224880873,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34524479455465,value,ar,,,4766,4766
METAFIELD,'34524479488233,value,ar,,,4766,4766
METAFIELD,'34524479521001,value,ar,,,"3‑step scalp routine to address hair fall, breakage and weakened roots.",روتين فروة رأس مكوّن من 3 خطوات لمعالجة التساقط والتكسر وضعف الجذور.
METAFIELD,'34524479717609,value,ar,,,267 mL | 267 mL | 50 mL,267 مL | 267 مL | 50 مL
METAFIELD,'34524479750377,value,ar,,,Onion+ Peptides,البصل + الببتيدات
METAFIELD,'34524479946985,value,ar,,,adult,بالغ
METAFIELD,'34524479979753,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34524480012521,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Comprehensive treatment against hair loss:"",""bold"":true},{""type"":""text"",""value"":"" This integrated system is designed to address the range of factors that drive hair loss. It cleans and primes the scalp while stimulating follicle activity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Stimulates follicle regeneration: "",""bold"":true},{""type"":""text"",""value"":""Promotes microcirculation to the follicles, increasing oxygen and nutrient delivery to accelerate new hair production during the growth cycle.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Promotes hair growth: "",""bold"":true},{""type"":""text"",""value"":""By supporting the follicle’s own activity and delivering nutrients directly to the root, it encourages stronger, healthier new hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens and densifies: "",""bold"":true},{""type"":""text"",""value"":""While peptides (Capixyl™) help reinforce each follicle, hydrolyzed keratin and collagen fill microscopic gaps at the hair base, resulting in thicker, more resilient hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Nourishes and protects: "",""bold"":true},{""type"":""text"",""value"":""The formula’s antimicrobial properties help prevent inflammation, itching and flaking, creating an optimal environment for healthy hair growth.""}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""علاج متكامل لمشكلة التساقط:"", ""bold"": true}, {""type"": ""text"", ""value"": "" هذا النظام المتكامل مصمّم لمعالجة العوامل المتعدّدة المسبّبة لتساقط الشعر. ينقّي ويهيّئ فروة الرأس بينما ينشّط نشاط البصيلات.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""ينشّط تجدد البصيلات: "", ""bold"": true}, {""type"": ""text"", ""value"": ""يزيد الدورة الدقيقة إلى البصيلات، محسنًا توصيل الأكسجين والمغذّيات لتسريع إنتاج شعر جديد خلال دورة النمو.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يعزّز نمو الشعر: "", ""bold"": true}, {""type"": ""text"", ""value"": ""من خلال دعم نشاط البصيلة وتوصيل المغذّيات مباشرة إلى الجذر، يشجّع على نمو شعر جديد أقوى وأكثر صحة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يقوّي ويكثّف: "", ""bold"": true}, {""type"": ""text"", ""value"": ""بينما تساعد الببتيدات (Capixyl™) في تعزيز كل بصيلة، يملأ الكيراتين والكولاجين المهدرجان الفجوات المجهرية عند قاعدة الشعرة، مما ينتج شعرًا أكثر سمكًا ومرونة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يغذّي ويحمي: "", ""bold"": true}, {""type"": ""text"", ""value"": ""الخصائص المضادة للميكروبات في التركيبة تساعد على منع الالتهاب والحكّة والقشور، مما يوفّر بيئة مثلى لنمو شعر صحي.""}]}]}]}"
METAFIELD,'34524480045289,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo: "",""bold"":true},{""type"":""text"",""value"":""Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Scalp Serum: "",""bold"":true},{""type"":""text"",""value"":""Apply 1 pipette directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with fingertips to aid absorption. Do not rinse and style as usual. Daily use recommended.""}]}]}]}","{""type"": ""root"", ""children"": [{""type"": ""list"", ""listType"": ""ordered"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""الشامبو: "", ""bold"": true}, {""type"": ""text"", ""value"": ""بلّلي الشعر وفروة الرأس جيدًا بماء دافئ. افركي كمية بحجم حبة الجوز بين راحتي اليدين لتكوين رغوة، ودلّكي فروة الرأس بحركات دائرية. اشطفي وكرّر إذا رغبت.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""البلسم: "", ""bold"": true}, {""type"": ""text"", ""value"": ""اعصري الماء الزائد، طبّقي البلسم من منتصف الطول إلى الأطراف، اتركيه 2–3 دقائق واشطفي بماء بارد.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""سيروم فروة الرأس: "", ""bold"": true}, {""type"": ""text"", ""value"": ""طبّقي ماصة واحدة مباشرة على فروة الرأس على شعر مبلل أو جاف. وزّعيها بالتساوي على الفراغات، الجوانب والخلف. دلّكي بلطف بأطراف الأصابع لمساعدة الامتصاص. لا تشطفي، ثم سرّحي الشعر كالمعتاد. يوصى بالاستخدام اليومي.""}]}]}]}"
METAFIELD,'34524480078057,value,ar,,,How To Use,طريقة الاستخدام
METAFIELD,'34524480110825,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A scalp fragrance that opens with bright lilac, apple and strawberry top notes, enriches with floral jasmine and lily‑of‑the‑valley middle notes, and settles into a warm base of sandalwood and heliotrope—leaving a signature of care, beauty and confidence.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""عطر فروة رأس يفتتح بنغمات عليا مشرقة من الليلك والتفاح والفراولة، ويتعزز بنغمات وسطى زهرية من الياسمين وزنبق الوادي، ويستقر في قاعدة دافئة من خشب الصندل والهيليوتروب — ليترك توقيعًا من العناية والجمال والثقة.""}]}]}"
METAFIELD,'34524480143593,value,ar,,,Fragrance,العطر
METAFIELD,'34524480176361,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""جميع تركيباتنا خالية من الكبريتات والسيليكونات والبارابين والزيوت المعدنية وتجارب الحيوانات.""}]}]}"
METAFIELD,'34524480209129,value,ar,,,Free Of,خالي من
METAFIELD,'34524480241897,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Onion Extract"",""bold"":true},{""type"":""text"",""value"":"": Stimulates hair growth.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Capixyl™"",""bold"":true},{""type"":""text"",""value"":"": Inhibits DHT activity, a primary driver of hair loss.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Botanical Extracts"",""bold"":true},{""type"":""text"",""value"":"": Strengthen follicles and reduce thinning.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydrolyzed Keratin and Collagen"",""bold"":true},{""type"":""text"",""value"":"": Strengthen, soften and repair hair.\n\n""},{""type"":""text"",""value"":""See full INCI on each product page"",""italic"":true}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""خلاصة البصل"", ""bold"": true}, {""type"": ""text"", ""value"": "": يُنشّط نمو الشعر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""Capixyl™"", ""bold"": true}, {""type"": ""text"", ""value"": "": يثبّت نشاط DHT، العامل الأساسي في تساقط الشعر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلصات نباتية"", ""bold"": true}, {""type"": ""text"", ""value"": "": تقوّي البصيلات وتقلّل الرقّة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""كيراتين وكولاجين مهدرجان"", ""bold"": true}, {""type"": ""text"", ""value"": "": يقوّيان، ينعمَان ويصلّحان الشعر.\n\n""}, {""type"": ""text"", ""value"": ""اطّلعي على قائمة INCI الكاملة في صفحة كل منتج"", ""italic"": true}]}]}]}"
METAFIELD,'34524480438505,value,ar,,,Key Ingredients,المكوّنات الرئيسية
METAFIELD,'34524480471273,value,ar,,,Hair loss prevention routine with onion and peptides | TARA,روتين مضادّ التساقط مع البصل والببتيدات | TARA
METAFIELD,'34524480504041,value,ar,,,"3-step anti-hair-loss routine that strengthens the follicle, reduces shedding, and stimulates hair growth. Formulated with onion and Capixyl™.",روتين من ثلاث خطوات ضد التساقط يقوّي بصيلة الشعر، يقلل التساقط ويحُفّز النمو. مُكوّن من البصل وCapixyl™.
METAFIELD,'34524480569577,value,ar,,,new,جديد
METAFIELD,'34524480602345,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34524489416937,value,ar,,,108,108
METAFIELD,'34524489449705,value,ar,,,108,108
METAFIELD,'34524492923113,value,ar,,,8452,8452
METAFIELD,'34524492955881,value,ar,,,8452,8452
METAFIELD,'34524496134377,value,ar,,,8452,8452
METAFIELD,'34524496167145,value,ar,,,8452,8452
METAFIELD,'34524498067689,value,ar,,,8452,8452
METAFIELD,'34524498100457,value,ar,,,8452,8452
METAFIELD,'34524499640553,value,ar,,,4766,4766
METAFIELD,'34524499673321,value,ar,,,4766,4766
METAFIELD,'34524501868777,value,ar,,,8452,8452
METAFIELD,'34524501901545,value,ar,,,8452,8452
METAFIELD,'34524503376105,value,ar,,,5181,5181
METAFIELD,'34524503408873,value,ar,,,5181,5181
METAFIELD,'34524524708073,value,ar,,,Discover how science and botanical ingredients transform scalp care and restore hair health.,اكتشف كيف تُحوّل العلوم والمكوّنات النباتية العناية بفروة الرأس وتعيد صحة الشعر.
METAFIELD,'34524524740841,value,ar,,,Science and botanicals for the scalp,علم وبحوث نباتية لفروة الرأس
METAFIELD,'34524525265129,value,ar,,,"Brushing fine hair can be a distressing process, but with the right tools, you can not only avoid damaging it but also stimulate the follicles to promote its growth.",تمشيط الشعر الرقيق قد يكون عملية مقلقة، لكن باستخدام الأدوات الصحيحة، يمكنك ليس فقط تجنّب إلحاق الضرر به، بل يمكنك أيضًا تحفيز البصيلات لتعزيز نموه.
METAFIELD,'34524525297897,value,ar,,,How to brush hair,كيف تمشط الشعر
METAFIELD,'34531258564841,value,ar,,,Anti‑hair‑loss serum for the scalp with 5% Capixyl™,سيروم مضاد للتساقط لفروة الرأس بتركيز 5% Capixyl™
METAFIELD,'34531258597609,value,ar,,,50 mL,50 مL
METAFIELD,'34531258630377,value,ar,,,Anti-hair-loss scalp serum with 5% Capixyl™ | TARA,سيروم مضاد التساقط لفروة الرأس بنسبة 5% Capixyl™ | TARA
METAFIELD,'34531258663145,value,ar,,,"Anti-hair-loss scalp serum with 5% Capixyl™ and onion that reduces hair loss and stimulates growth for denser, stronger hair from the root.",سيروم مضاد التساقط لفروة الرأس بنسبة 5% Capixyl™ والبصل يقلّل التساقط، يحفّز النمو لشعر أكثر كثافة وقوة من الجذور.
METAFIELD,'34531258695913,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A hair fragrance that opens with luminous lilac, apple and strawberry freshness, enriched by floral elegance of jasmine and muguet, and settles into the warm, enveloping base of sandalwood and heliotrope—leaving a scent of care, beauty and confidence.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""عطر يفتتح بنضارة الليلك والتفاح والفراولة، مدعومًا بأناقة الزهور من الياسمين والزنابق، ويستقر على قاعدة دافئة وغنية من خشب الصندل والهيليوتروب—مضيفًا انطباعًا بالعناية والجمال والثقة.""}]}]}"
METAFIELD,'34531258728681,value,ar,,,Fragrance,العطر
METAFIELD,'34531258761449,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""جميع تركيباتنا خالية من الكبريتات والسيليكونات والبارابين والزيوت المعدنية وتجارب الحيوانات.""}]}]}"
METAFIELD,'34531258794217,value,ar,,,Free Of,خالية من
METAFIELD,'34531258826985,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Onion Extract"",""bold"":true},{""type"":""text"",""value"":"": Stimulates hair growth""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Capixyl™"",""bold"":true},{""type"":""text"",""value"":"": Reduces hair fall by improving anchoring and supporting growth""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Soy Protein"",""bold"":true},{""type"":""text"",""value"":"": Strengthens the hair fiber and helps increase thickness and density""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Inositol (Vitamin B8)"",""bold"":true},{""type"":""text"",""value"":"": Contributes to reducing hair fall and strengthening hair from the root""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hydrolyzed RNA and DNA Fractions: "",""bold"":true},{""type"":""text"",""value"":""Stimulate cellular vitality in the scalp and support hair growth""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). ALCOHOL DENAT. BUTYLENE GLYCOL. GLYCERIN. NIACINAMIDE. TOCOPHERYL ACETATE. PYRIDOXINE HCL. CALCIUM PANTOTHENATE. SODIUM ASCORBYL PHOSPHATE. ALLIUM CEPA (ONION) BULB EXTRACT. SACCHAROMYCES/IRON FERMENT. SACCHAROMYCES/COPPER FERMENT. SACCHAROMYCES/SILICON FERMENT. SACCHAROMYCES/ZINC FERMENT. SACCHAROMYCES/MAGNESIUM FERMENT. ACETYL TETRAPEPTIDE-3. GLYCINE SOJA (SOYBEAN) SEED EXTRACT. FAEX EXTRACT. TRIFOLIUM PRATENSE (CLOVER) FLOWER EXTRACT. HYDROLYZED KERATIN. HYDROLYZED DNA. HYDROLYZED RNA. INOSITOL. PEG-40 HYDROGENATED CASTOR OIL. TRIDECETH-9. SILICA. MALTODEXTRIN. SODIUM STARCH OCTENYLSUCCINATE. PROPYLENE GLYCOL. DEXTRAN. PHENOXYETHANOL. POTASSIUM SORBATE. SODIUM BENZOATE. PARFUM (FRAGRANCE). CITRONELLOL. GERANIOL. HEXAMETHYLINDANOPYRAN. HEXYL CINNAMAL. LIMONENE. LINALOOL. TERPINEOL. CARAMEL."",""italic"":true}]}]}","{""type"": ""root"", ""children"": [{""type"": ""list"", ""listType"": ""unordered"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""مستخلص البصل"", ""bold"": true}, {""type"": ""text"", ""value"": "": يحفّز نمو الشعر""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""Capixyl™"", ""bold"": true}, {""type"": ""text"", ""value"": "": يقلّل تساقط الشعر بتحسين التثبيت ودعم النمو""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""بروتين الصويا"", ""bold"": true}, {""type"": ""text"", ""value"": "": يقوّي ألياف الشعر ويساعد على زيادة السمك والكثافة""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""إينوزيتول (فيتامين ب8)"", ""bold"": true}, {""type"": ""text"", ""value"": "": يساهم في تقليل التساقط وتقوية الشعر من الجذر""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""سلاسل RNA وDNA المَحلّلة"", ""bold"": true}, {""type"": ""text"", ""value"": ""تنشّط الحيوية الخلوية في فروة الرأس وتدعم نمو الشعر""}]}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": """", ""italic"": true}]}, {""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""قائمة INCI كاملة: AQUA (WATER). ALCOHOL DENAT. BUTYLENE GLYCOL. GLYCERIN. NIACINAMIDE. TOCOPHERYL ACETATE. PYRIDOXINE HCL. CALCIUM PANTOTHENATE. SODIUM ASCORBYL PHOSPHATE. ALLIUM CEPA (ONION) BULB EXTRACT. SACCHAROMYCES/IRON FERMENT. SACCHAROMYCES/COPPER FERMENT. SACCHAROMYCES/SILICON FERMENT. SACCHAROMYCES/ZINC FERMENT. SACCHAROMYCES/MAGNESIUM FERMENT. ACETYL TETRAPEPTIDE-3. GLYCINE SOJA (SOYBEAN) SEED EXTRACT. FAEX EXTRACT. TRIFOLIUM PRATENSE (CLOVER) FLOWER EXTRACT. HYDROLYZED KERATIN. HYDROLYZED DNA. HYDROLYZED RNA. INOSITOL. PEG-40 HYDROGENATED CASTOR OIL. TRIDECETH-9. SILICA. MALTODEXTRIN. SODIUM STARCH OCTENYLSUCCINATE. PROPYLENE GLYCOL. DEXTRAN. PHENOXYETHANOL. POTASSIUM SORBATE. SODIUM BENZOATE. PARFUM (FRAGRANCE). CITRONELLOL. GERANIOL. HEXAMETHYLINDANOPYRAN. HEXYL CINNAMAL. LIMONENE. LINALOOL. TERPINEOL. CARAMEL."", ""italic"": true}]}]}"
METAFIELD,'34531258859753,value,ar,,,Key Ingredients,المكونات الرئيسية
METAFIELD,'34531258892521,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Apply 1 dropper directly to the scalp on wet or dry hair. Distribute evenly along part lines, the sides and the back. Gently massage with the fingertips to aid absorption. Do not rinse; style as usual. Daily use recommended.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""ضع قطارة واحدة مباشرة على فروة الرأس على شعر مبلّل أو جاف. وزّعها على خطوط التفريق والجوانب والخلف. دلّك بلطف بأطراف الأصابع للمساعدة على الامتصاص. لا تشطف؛ صفّف كالمعتاد. يُنصح بالاستخدام اليومي.""}]}]}"
METAFIELD,'34531258925289,value,ar,,,How to Use,طريقة الاستخدام
METAFIELD,'34531258958057,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Stimulates hair growth: "",""bold"":true},{""type"":""text"",""value"":""Onion extract and peptides (Capixyl™) activate and protect follicle stem cells, promoting stronger, healthier growth from the root.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Prevents hair fall: "",""bold"":true},{""type"":""text"",""value"":""Thanks to peptides (Capixyl™) and biochantin A, the serum helps inhibit 5α‑reductase (DHT) and reduce local inflammation, strengthening hair anchoring.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens and protects the fiber: "",""bold"":true},{""type"":""text"",""value"":""Keratin and soy protein act from the root to reinforce hair structure, repair damage and improve resistance to breakage and external stressors.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Balances and revitalizes the scalp:"",""bold"":true},{""type"":""text"",""value"":"" Antimicrobial, anti‑inflammatory and antioxidant properties keep the scalp clean, protected and healthy, promoting an optimal microenvironment for hair regeneration.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Deep nutrition and cellular repair: "",""bold"":true},{""type"":""text"",""value"":""B‑complex vitamins, inositol and hydrolyzed RNA/DNA fractions penetrate deeply to regenerate, hydrate and revitalize both skin and follicles.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Hair with vitality and shine: "",""bold"":true},{""type"":""text"",""value"":""Protects the hair fiber and improves texture from the root, leaving hair healthier, softer and full of life.""}]}]}]}","{""type"": ""root"", ""children"": [{""listType"": ""unordered"", ""type"": ""list"", ""children"": [{""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""ينشّط نمو الشعر: "", ""bold"": true}, {""type"": ""text"", ""value"": ""خلاصة البصل والببتيدات (Capixyl™) تنشط وتحمي خلايا جذور البصيلات، مما يعزز نموًا أقوى وأكثر صحة من الجذور.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يقلّل تساقط الشعر: "", ""bold"": true}, {""type"": ""text"", ""value"": ""بفضل الببتيدات (Capixyl™) وbiochanin A، يساعد السيروم على تثبيط 5α‑reductase (DHT) وتقليل الالتهاب الموضعي، مما يقوّي تثبيت الشعرة.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يقوّي ويحمي لمعة الشعرة: "", ""bold"": true}, {""type"": ""text"", ""value"": ""الكيراتين وبروتين الصويا يعملان من الجذر لتعزيز بنية الشعرة، إصلاح التلف وتحسين مقاومة التكسر والعوامل الخارجية.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""يوازن وينعش فروة الرأس:"", ""bold"": true}, {""type"": ""text"", ""value"": "" الخصائص المضادة للميكروبات والمضادة للالتهاب والمضادة للأكسدة تحافظ على فروة رأس نظيفة ومحميّة وصحية، مما يهيئ بيئة مثلى لتجديد الشعر.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""تغذية عميقة وإصلاح خلوي: "", ""bold"": true}, {""type"": ""text"", ""value"": ""فيتامينات مجموعة B، الإينوزيتول وكسور RNA/DNA المهدرجة تخترق بعمق لتجديد وترطيب وتنشيط الجلد والبصيلات.""}]}, {""type"": ""list-item"", ""children"": [{""type"": ""text"", ""value"": ""شعر حيوي ولامع: "", ""bold"": true}, {""type"": ""text"", ""value"": ""يحمي بنية الشعرة ويحسّن ملمسها من الجذور، ليصبح الشعر أكثر صحة ونعومة وحيوية.""}]}]}]}"
METAFIELD,'34531258990825,value,ar,,,Key Benefits,الفوائد الرئيسية
METAFIELD,'34531259023593,value,ar,,,Onion + Peptides,البصل + الببتيدات
METAFIELD,'34531259056361,value,ar,,,ahead,ahead
METAFIELD,'34531259121897,value,ar,,,486,486
METAFIELD,'34531259154665,value,ar,,,new,new
METAFIELD,'34531259187433,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34531291627753,value,ar,,,Strengthening conditioner that reduces breakage and reinforces weak hair.,بلسم مقوٍ يقلّل التكسر ويقوّي الشعر الضعيف.
METAFIELD,'34531291824361,value,ar,,,267 mL,267 mL
METAFIELD,'34531291857129,value,ar,,,Volumizing conditioner with onion and peptides | TARA,بلسم مكثف مع البصل والببتيدات | تارا
METAFIELD,'34531291889897,value,ar,,,"Thickening conditioner with onion extract and Capixyl™ that nourishes, detangles and reduces breakage and split ends.",بلسم مكثف مع مستخلص البصل وCapixyl™ الذي يغذي، يفكك التشابك ويقلل من التكسر وتقصف الأطراف.
METAFIELD,'34531291922665,value,ar,,,543616,543616
METAFIELD,'34531291955433,value,ar,,,543616,543616
METAFIELD,'34531291988201,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A hair fragrance that opens with the luminous freshness of lilac, apple and strawberries, enriches with the floral elegance of jasmine and lily of the valley, and settles into the warm embrace of sandalwood and heliotrope, leaving a signature of care, beauty and confidence.""}]}]}","{""type"": ""root"", ""children"": [{""type"": ""paragraph"", ""children"": [{""type"": ""text"", ""value"": ""عطر شعر يفتتح بنضارة مضيئة من الليلك والتفاح والفراولة، ويتعزز بأناقة زهرية من الياسمين وزنبق الوادي، وينتهي بأحضان دافئة من خشب الصندل والهيليوتروب، ليترك توقيعًا من العناية والجمال والثقة.""}]}]}"
METAFIELD,'34531292020969,value,ar,,,Fragrance,العطر
